CustomerID,ReasonForLeaving,OverallExperience,SpecificIssues,Suggestions,FollowUp,ChurnType
CUST128660,None,Very Dissatisfied,None,None,No,Loyal
CUST128661,Delivery issues,Very Satisfied,Damaged products,Improve product quality,Yes,Inactive
CUST128662,Poor product quality,Satisfied,None,Enhance delivery service,No,Involuntary
CUST128663,None,Neutral,None,None,No,Engaged
CUST128664,Better options elsewhere,Dissatisfied,Late deliveries,Increase selection,No,Voluntary
CUST128665,None,Neutral,None,None,No,Loyal
CUST128666,None,Very Dissatisfied,None,None,No,Loyal
CUST128667,Delivery issues,Dissatisfied,Payment issues,Improve product quality,No,Inactive
CUST128668,None,Dissatisfied,None,None,No,Engaged
CUST128669,None,Very Satisfied,None,None,No,Loyal
CUST128670,None,Satisfied,None,None,No,Active
CUST128671,High prices,Very Satisfied,Payment issues,Enhance delivery service,No,Involuntary
CUST128672,None,Very Dissatisfied,None,None,No,Loyal
CUST128673,None,Dissatisfied,None,None,No,Loyal
CUST128674,None,Very Satisfied,None,None,No,Loyal
CUST128675,None,Satisfied,None,None,No,Loyal
CUST128676,None,Very Satisfied,None,None,No,Active
CUST128677,Limited selection,Neutral,Payment issues,Better customer support,Yes,Voluntary
CUST128678,None,Satisfied,None,None,No,Active
CUST128679,None,Very Dissatisfied,None,None,No,Loyal
CUST128680,None,Very Dissatisfied,None,None,No,Engaged
CUST128681,None,Dissatisfied,None,None,No,Loyal
CUST128682,None,Neutral,None,None,No,Engaged
CUST128683,Limited selection,Dissatisfied,Customer service problems,Increase selection,No,Inactive
CUST128684,None,Very Dissatisfied,None,None,No,Active
CUST128685,None,Satisfied,None,None,No,Loyal
CUST128686,High prices,Very Satisfied,None,Better customer support,Yes,Inactive
CUST128687,None,Very Satisfied,None,None,No,Engaged
CUST128688,None,Dissatisfied,None,None,No,Engaged
CUST128689,None,Dissatisfied,None,None,No,Active
CUST128690,None,Very Dissatisfied,None,None,No,Active
CUST128691,High prices,Neutral,Payment issues,Enhance delivery service,Yes,Involuntary
CUST128692,None,Very Satisfied,None,None,No,Engaged
CUST128693,None,Satisfied,None,None,No,Engaged
CUST128694,None,Very Dissatisfied,None,None,No,Engaged
CUST128695,None,Very Satisfied,None,None,No,Engaged
CUST128696,None,Very Dissatisfied,None,None,No,Engaged
CUST128697,None,Neutral,None,None,No,Loyal
CUST128698,None,Very Satisfied,None,None,No,Loyal
CUST128699,Other,Satisfied,Payment issues,Enhance delivery service,No,Inactive
CUST128700,Limited selection,Very Satisfied,Damaged products,Better customer support,No,Involuntary
CUST128701,None,Dissatisfied,None,None,No,Engaged
CUST128702,None,Dissatisfied,None,None,No,Loyal
CUST128703,None,Satisfied,None,None,No,Loyal
CUST128704,Delivery issues,Very Satisfied,Payment issues,Enhance delivery service,No,Downgrade
CUST128705,None,Very Dissatisfied,None,None,No,Loyal
CUST128706,None,Very Dissatisfied,None,None,No,Active
CUST128707,Delivery issues,Neutral,Late deliveries,Enhance delivery service,No,Inactive
CUST128708,None,Neutral,None,None,No,Loyal
CUST128709,None,Neutral,None,None,No,Active
CUST128710,None,Very Satisfied,None,None,No,Loyal
CUST128711,None,Neutral,None,None,No,Active
CUST128712,None,Neutral,None,None,No,Engaged
CUST128713,High prices,Neutral,None,Better customer support,No,Downgrade
CUST128714,None,Very Dissatisfied,None,None,No,Active
CUST128715,None,Dissatisfied,None,None,No,Active
CUST128716,None,Dissatisfied,None,None,No,Loyal
CUST128717,None,Neutral,None,None,No,Loyal
CUST128718,None,Very Satisfied,None,None,No,Loyal
CUST128719,Limited selection,Dissatisfied,Late deliveries,Improve product quality,Yes,Voluntary
CUST128720,None,Neutral,None,None,No,Active
CUST128721,None,Very Dissatisfied,None,None,No,Active
CUST128722,None,Neutral,None,None,No,Active
CUST128723,Other,Satisfied,Damaged products,Lower prices,Yes,Inactive
CUST128724,Other,Very Satisfied,Customer service problems,Enhance delivery service,Yes,Voluntary
CUST128725,None,Dissatisfied,None,None,No,Active
CUST128726,None,Very Satisfied,None,None,No,Active
CUST128727,None,Neutral,None,None,No,Engaged
CUST128728,None,Dissatisfied,None,None,No,Active
CUST128729,None,Neutral,None,None,No,Loyal
CUST128730,None,Dissatisfied,None,None,No,Active
CUST128731,None,Very Satisfied,None,None,No,Engaged
CUST128732,None,Satisfied,None,None,No,Engaged
CUST128733,None,Very Dissatisfied,None,None,No,Active
CUST128734,None,Very Dissatisfied,None,None,No,Loyal
CUST128735,None,Neutral,None,None,No,Engaged
CUST128736,None,Very Dissatisfied,None,None,No,Loyal
CUST128737,None,Very Dissatisfied,None,None,No,Active
CUST128738,None,Very Satisfied,None,None,No,Loyal
CUST128739,None,Very Satisfied,None,None,No,Active
CUST128740,None,Very Dissatisfied,None,None,No,Active
CUST128741,Other,Very Satisfied,Payment issues,Enhance delivery service,No,Downgrade
CUST128742,None,Dissatisfied,None,None,No,Active
CUST128743,None,Neutral,None,None,No,Loyal
CUST128744,None,Dissatisfied,None,None,No,Active
CUST128745,None,Neutral,None,None,No,Engaged
CUST128746,None,Dissatisfied,None,None,No,Loyal
CUST128747,Limited selection,Very Satisfied,None,Improve product quality,Yes,Involuntary
CUST128748,None,Very Dissatisfied,None,None,No,Loyal
CUST128749,None,Satisfied,None,None,No,Active
CUST128750,Delivery issues,Very Dissatisfied,Payment issues,Improve product quality,No,Downgrade
CUST128751,Poor product quality,Neutral,Damaged products,Improve product quality,Yes,Inactive
CUST128752,None,Very Dissatisfied,None,None,No,Active
CUST128753,None,Very Dissatisfied,None,None,No,Loyal
CUST128754,High prices,Very Dissatisfied,None,Increase selection,Yes,Inactive
CUST128755,Other,Very Dissatisfied,None,Increase selection,No,Downgrade
CUST128756,None,Very Satisfied,None,None,No,Loyal
CUST128757,None,Very Satisfied,None,None,No,Engaged
CUST128758,None,Neutral,None,None,No,Active
CUST128759,None,Satisfied,None,None,No,Engaged
CUST128760,None,Very Dissatisfied,None,None,No,Active
CUST128761,None,Very Dissatisfied,None,None,No,Loyal
CUST128762,High prices,Very Dissatisfied,Late deliveries,Better customer support,No,Downgrade
CUST128763,None,Very Dissatisfied,None,None,No,Active
CUST128764,None,Neutral,None,None,No,Loyal
CUST128765,None,Very Satisfied,None,None,No,Engaged
CUST128766,None,Very Satisfied,None,None,No,Loyal
CUST128767,Delivery issues,Dissatisfied,Damaged products,Increase selection,Yes,Voluntary
CUST128768,None,Dissatisfied,None,None,No,Active
CUST128769,None,Very Dissatisfied,None,None,No,Active
CUST128770,None,Very Satisfied,None,None,No,Loyal
CUST128771,None,Dissatisfied,None,None,No,Loyal
CUST128772,None,Dissatisfied,None,None,No,Active
CUST128773,None,Neutral,None,None,No,Loyal
CUST128774,None,Very Satisfied,None,None,No,Engaged
CUST128775,Better options elsewhere,Very Dissatisfied,Damaged products,Increase selection,No,Voluntary
CUST128776,None,Very Dissatisfied,None,None,No,Active
CUST128777,None,Very Dissatisfied,None,None,No,Loyal
CUST128778,Better options elsewhere,Very Dissatisfied,Damaged products,Lower prices,Yes,Involuntary
CUST128779,None,Neutral,None,None,No,Engaged
CUST128780,None,Very Satisfied,None,None,No,Engaged
CUST128781,Limited selection,Neutral,None,Improve product quality,No,Inactive
CUST128782,None,Very Dissatisfied,None,None,No,Engaged
CUST128783,None,Satisfied,None,None,No,Engaged
CUST128784,None,Very Dissatisfied,None,None,No,Loyal
CUST128785,None,Neutral,None,None,No,Engaged
CUST128786,None,Very Dissatisfied,None,None,No,Loyal
CUST128787,None,Dissatisfied,None,None,No,Active
CUST128788,None,Dissatisfied,None,None,No,Engaged
CUST128789,Better options elsewhere,Satisfied,Damaged products,Lower prices,Yes,Involuntary
CUST128790,None,Dissatisfied,None,None,No,Engaged
CUST128791,None,Neutral,None,None,No,Engaged
CUST128792,None,Very Satisfied,None,None,No,Loyal
CUST128793,None,Very Satisfied,None,None,No,Engaged
CUST128794,None,Very Dissatisfied,None,None,No,Engaged
CUST128795,None,Satisfied,None,None,No,Engaged
CUST128796,None,Dissatisfied,None,None,No,Engaged
CUST128797,None,Dissatisfied,None,None,No,Active
CUST128798,None,Neutral,None,None,No,Engaged
CUST128799,High prices,Dissatisfied,None,Increase selection,No,Voluntary
CUST128800,None,Dissatisfied,None,None,No,Loyal
CUST128801,None,Dissatisfied,None,None,No,Loyal
CUST128802,None,Very Satisfied,None,None,No,Loyal
CUST128803,None,Very Satisfied,None,None,No,Active
CUST128804,None,Very Dissatisfied,None,None,No,Engaged
CUST128805,None,Dissatisfied,None,None,No,Engaged
CUST128806,None,Very Satisfied,None,None,No,Loyal
CUST128807,None,Very Dissatisfied,None,None,No,Loyal
CUST128808,None,Satisfied,None,None,No,Engaged
CUST128809,Delivery issues,Very Dissatisfied,Payment issues,Increase selection,No,Inactive
CUST128810,None,Satisfied,None,None,No,Engaged
CUST128811,None,Neutral,None,None,No,Engaged
CUST128812,Delivery issues,Dissatisfied,None,Lower prices,No,Voluntary
CUST128813,None,Very Satisfied,None,None,No,Active
CUST128814,None,Satisfied,None,None,No,Active
CUST128815,None,Neutral,None,None,No,Active
CUST128816,None,Very Satisfied,None,None,No,Active
CUST128817,Limited selection,Neutral,None,Enhance delivery service,Yes,Involuntary
CUST128818,None,Satisfied,None,None,No,Engaged
CUST128819,None,Very Dissatisfied,None,None,No,Loyal
CUST128820,None,Very Dissatisfied,None,None,No,Engaged
CUST128821,None,Satisfied,None,None,No,Loyal
CUST128822,None,Very Dissatisfied,None,None,No,Loyal
CUST128823,None,Dissatisfied,None,None,No,Engaged
CUST128824,High prices,Satisfied,Damaged products,Increase selection,No,Voluntary
CUST128825,Limited selection,Satisfied,Customer service problems,Enhance delivery service,Yes,Voluntary
CUST128826,None,Very Dissatisfied,None,None,No,Loyal
CUST128827,None,Very Satisfied,None,None,No,Engaged
CUST128828,None,Very Satisfied,None,None,No,Active
CUST128829,Poor product quality,Satisfied,None,Enhance delivery service,Yes,Voluntary
CUST128830,Limited selection,Dissatisfied,Damaged products,Improve product quality,Yes,Downgrade
CUST128831,None,Very Satisfied,None,None,No,Active
CUST128832,High prices,Neutral,Damaged products,Improve product quality,Yes,Voluntary
CUST128833,High prices,Neutral,Damaged products,Enhance delivery service,Yes,Inactive
CUST128834,None,Neutral,None,None,No,Active
CUST128835,None,Very Satisfied,None,None,No,Active
CUST128836,None,Neutral,None,None,No,Loyal
CUST128837,None,Very Satisfied,None,None,No,Active
CUST128838,None,Dissatisfied,None,None,No,Active
CUST128839,None,Very Satisfied,None,None,No,Engaged
CUST128840,None,Very Dissatisfied,None,None,No,Active
CUST128841,None,Dissatisfied,None,None,No,Engaged
CUST128842,None,Satisfied,None,None,No,Active
CUST128843,None,Satisfied,None,None,No,Engaged
CUST128844,None,Satisfied,None,None,No,Active
CUST128845,None,Very Dissatisfied,None,None,No,Loyal
CUST128846,Better options elsewhere,Very Satisfied,Customer service problems,Increase selection,Yes,Downgrade
CUST128847,None,Very Satisfied,None,None,No,Active
CUST128848,None,Very Dissatisfied,None,None,No,Active
CUST128849,Limited selection,Very Satisfied,None,Lower prices,No,Involuntary
CUST128850,Better options elsewhere,Very Satisfied,Payment issues,Enhance delivery service,Yes,Involuntary
CUST128851,None,Satisfied,None,None,No,Engaged
CUST128852,None,Very Dissatisfied,None,None,No,Engaged
CUST128853,None,Very Satisfied,None,None,No,Active
CUST128854,None,Neutral,None,None,No,Active
CUST128855,None,Neutral,None,None,No,Active
CUST128856,None,Satisfied,None,None,No,Loyal
CUST128857,None,Very Dissatisfied,None,None,No,Active
CUST128858,Delivery issues,Dissatisfied,Late deliveries,Enhance delivery service,Yes,Downgrade
CUST128859,None,Neutral,None,None,No,Engaged
CUST128860,Better options elsewhere,Dissatisfied,Customer service problems,Enhance delivery service,No,Involuntary
CUST128861,Delivery issues,Very Satisfied,Damaged products,Better customer support,No,Downgrade
CUST128862,None,Very Satisfied,None,None,No,Engaged
CUST128863,None,Very Satisfied,None,None,No,Loyal
CUST128864,Delivery issues,Satisfied,Damaged products,Enhance delivery service,Yes,Voluntary
CUST128865,None,Dissatisfied,None,None,No,Active
CUST128866,Delivery issues,Satisfied,Late deliveries,Improve product quality,Yes,Voluntary
CUST128867,None,Very Dissatisfied,None,None,No,Active
CUST128868,None,Satisfied,None,None,No,Engaged
CUST128869,High prices,Neutral,None,Lower prices,Yes,Involuntary
CUST128870,None,Very Dissatisfied,None,None,No,Engaged
CUST128871,None,Satisfied,None,None,No,Engaged
CUST128872,None,Very Dissatisfied,None,None,No,Active
CUST128873,None,Dissatisfied,None,None,No,Loyal
CUST128874,None,Satisfied,None,None,No,Active
CUST128875,None,Satisfied,None,None,No,Loyal
CUST128876,None,Very Dissatisfied,None,None,No,Engaged
CUST128877,None,Satisfied,None,None,No,Engaged
CUST128878,None,Dissatisfied,None,None,No,Active
CUST128879,None,Very Dissatisfied,None,None,No,Active
CUST128880,None,Satisfied,None,None,No,Active
CUST128881,None,Satisfied,None,None,No,Active
CUST128882,None,Satisfied,None,None,No,Engaged
CUST128883,None,Dissatisfied,None,None,No,Engaged
CUST128884,Better options elsewhere,Dissatisfied,None,Lower prices,No,Involuntary
CUST128885,None,Neutral,None,None,No,Engaged
CUST128886,None,Satisfied,None,None,No,Active
CUST128887,Poor product quality,Satisfied,Damaged products,Lower prices,Yes,Inactive
CUST128888,Better options elsewhere,Satisfied,None,Lower prices,No,Downgrade
CUST128889,None,Satisfied,None,None,No,Loyal
CUST128890,None,Very Satisfied,None,None,No,Loyal
CUST128891,Delivery issues,Neutral,Customer service problems,Improve product quality,Yes,Inactive
CUST128892,None,Very Satisfied,None,None,No,Active
CUST128893,Other,Neutral,Payment issues,Lower prices,Yes,Inactive
CUST128894,None,Satisfied,None,None,No,Engaged
CUST128895,None,Dissatisfied,None,None,No,Engaged
CUST128896,None,Neutral,None,None,No,Engaged
CUST128897,None,Neutral,None,None,No,Engaged
CUST128898,Delivery issues,Satisfied,None,Improve product quality,Yes,Involuntary
CUST128899,None,Very Dissatisfied,None,None,No,Active
CUST128900,Delivery issues,Neutral,Payment issues,Better customer support,No,Downgrade
CUST128901,None,Satisfied,None,None,No,Active
CUST128902,Other,Very Dissatisfied,Late deliveries,Improve product quality,No,Inactive
CUST128903,None,Satisfied,None,None,No,Active
CUST128904,Better options elsewhere,Very Satisfied,Late deliveries,Improve product quality,No,Inactive
CUST128905,Other,Satisfied,Damaged products,Lower prices,Yes,Downgrade
CUST128906,None,Very Dissatisfied,None,None,No,Loyal
CUST128907,None,Very Dissatisfied,None,None,No,Engaged
CUST128908,None,Neutral,None,None,No,Engaged
CUST128909,None,Neutral,None,None,No,Loyal
CUST128910,None,Very Satisfied,None,None,No,Active
CUST128911,None,Dissatisfied,None,None,No,Active
CUST128912,Limited selection,Neutral,Damaged products,Lower prices,No,Inactive
CUST128913,None,Very Dissatisfied,None,None,No,Active
CUST128914,None,Satisfied,None,None,No,Loyal
CUST128915,None,Dissatisfied,None,None,No,Active
CUST128916,None,Dissatisfied,None,None,No,Loyal
CUST128917,None,Dissatisfied,None,None,No,Loyal
CUST128918,None,Satisfied,None,None,No,Engaged
CUST128919,None,Satisfied,None,None,No,Engaged
CUST128920,None,Very Satisfied,None,None,No,Loyal
CUST128921,None,Very Dissatisfied,None,None,No,Active
CUST128922,None,Dissatisfied,None,None,No,Active
CUST128923,Better options elsewhere,Very Satisfied,Damaged products,Improve product quality,Yes,Voluntary
CUST128924,None,Satisfied,None,None,No,Loyal
CUST128925,Limited selection,Dissatisfied,Damaged products,Lower prices,No,Inactive
CUST128926,None,Dissatisfied,None,None,No,Active
CUST128927,Other,Very Satisfied,Customer service problems,Lower prices,Yes,Involuntary
CUST128928,None,Dissatisfied,None,None,No,Engaged
CUST128929,Other,Dissatisfied,None,Increase selection,No,Inactive
CUST128930,None,Very Dissatisfied,None,None,No,Active
CUST128931,None,Satisfied,None,None,No,Loyal
CUST128932,None,Very Dissatisfied,None,None,No,Active
CUST128933,None,Neutral,None,None,No,Engaged
CUST128934,None,Neutral,None,None,No,Active
CUST128935,None,Very Satisfied,None,None,No,Loyal
CUST128936,None,Neutral,None,None,No,Engaged
CUST128937,None,Satisfied,None,None,No,Loyal
CUST128938,None,Dissatisfied,None,None,No,Engaged
CUST128939,None,Satisfied,None,None,No,Engaged
CUST128940,None,Dissatisfied,None,None,No,Active
CUST128941,High prices,Satisfied,None,Improve product quality,No,Voluntary
CUST128942,None,Satisfied,None,None,No,Active
CUST128943,None,Very Satisfied,None,None,No,Loyal
CUST128944,None,Dissatisfied,None,None,No,Engaged
CUST128945,None,Very Satisfied,None,None,No,Loyal
CUST128946,None,Neutral,None,None,No,Engaged
CUST128947,None,Very Dissatisfied,None,None,No,Engaged
CUST128948,None,Very Dissatisfied,None,None,No,Active
CUST128949,None,Very Satisfied,None,None,No,Active
CUST128950,None,Dissatisfied,None,None,No,Active
CUST128951,None,Neutral,None,None,No,Loyal
CUST128952,None,Very Dissatisfied,None,None,No,Loyal
CUST128953,None,Neutral,None,None,No,Loyal
CUST128954,None,Dissatisfied,None,None,No,Loyal
CUST128955,Limited selection,Very Dissatisfied,Payment issues,Improve product quality,No,Inactive
CUST128956,None,Very Satisfied,None,None,No,Active
CUST128957,None,Neutral,None,None,No,Engaged
CUST128958,None,Neutral,None,None,No,Active
CUST128959,None,Dissatisfied,None,None,No,Active
CUST128960,None,Satisfied,None,None,No,Active
CUST128961,None,Neutral,None,None,No,Active
CUST128962,None,Satisfied,None,None,No,Loyal
CUST128963,None,Neutral,None,None,No,Active
CUST128964,None,Very Satisfied,None,None,No,Engaged
CUST128965,None,Very Satisfied,None,None,No,Engaged
CUST128966,None,Very Satisfied,None,None,No,Loyal
CUST128967,None,Very Satisfied,None,None,No,Engaged
CUST128968,Other,Neutral,Customer service problems,Improve product quality,Yes,Downgrade
CUST128969,None,Neutral,None,None,No,Active
CUST128970,None,Dissatisfied,None,None,No,Loyal
CUST128971,None,Dissatisfied,None,None,No,Engaged
CUST128972,None,Very Satisfied,None,None,No,Active
CUST128973,Better options elsewhere,Very Satisfied,Customer service problems,Lower prices,Yes,Voluntary
CUST128974,Delivery issues,Very Satisfied,Payment issues,Better customer support,Yes,Involuntary
CUST128975,Poor product quality,Very Dissatisfied,Customer service problems,Increase selection,No,Downgrade
CUST128976,High prices,Very Dissatisfied,Damaged products,Enhance delivery service,No,Voluntary
CUST128977,None,Satisfied,None,None,No,Active
CUST128978,None,Satisfied,None,None,No,Active
CUST128979,None,Satisfied,None,None,No,Loyal
CUST128980,Poor product quality,Very Satisfied,Late deliveries,Lower prices,Yes,Inactive
CUST128981,None,Very Dissatisfied,None,None,No,Engaged
CUST128982,None,Dissatisfied,None,None,No,Engaged
CUST128983,None,Satisfied,None,None,No,Engaged
CUST128984,Limited selection,Neutral,Late deliveries,Enhance delivery service,No,Voluntary
CUST128985,None,Satisfied,None,None,No,Engaged
CUST128986,High prices,Satisfied,Late deliveries,Enhance delivery service,No,Voluntary
CUST128987,None,Neutral,None,None,No,Loyal
CUST128988,None,Satisfied,None,None,No,Active
CUST128989,Delivery issues,Satisfied,Payment issues,Increase selection,No,Inactive
CUST128990,None,Neutral,None,None,No,Engaged
CUST128991,None,Satisfied,None,None,No,Engaged
CUST128992,None,Dissatisfied,None,None,No,Engaged
CUST128993,None,Very Dissatisfied,None,None,No,Engaged
CUST128994,None,Dissatisfied,None,None,No,Engaged
CUST128995,None,Very Dissatisfied,None,None,No,Loyal
CUST128996,None,Neutral,None,None,No,Active
CUST128997,None,Satisfied,None,None,No,Loyal
CUST128998,None,Dissatisfied,None,None,No,Engaged
CUST128999,None,Satisfied,None,None,No,Active
CUST129000,None,Very Satisfied,None,None,No,Loyal
CUST129001,None,Very Dissatisfied,None,None,No,Active
CUST129002,None,Dissatisfied,None,None,No,Loyal
CUST129003,Delivery issues,Satisfied,Payment issues,Increase selection,Yes,Inactive
CUST129004,None,Very Dissatisfied,None,None,No,Loyal
CUST129005,None,Very Satisfied,None,None,No,Loyal
CUST129006,None,Neutral,None,None,No,Engaged
CUST129007,Other,Neutral,Customer service problems,Increase selection,No,Voluntary
CUST129008,Other,Very Dissatisfied,None,Lower prices,No,Voluntary
CUST129009,None,Dissatisfied,None,None,No,Active
CUST129010,None,Very Dissatisfied,None,None,No,Loyal
CUST129011,None,Neutral,None,None,No,Loyal
CUST129012,None,Very Dissatisfied,None,None,No,Engaged
CUST129013,None,Very Dissatisfied,None,None,No,Active
CUST129014,None,Satisfied,None,None,No,Active
CUST129015,Delivery issues,Satisfied,Payment issues,Improve product quality,No,Downgrade
CUST129016,Poor product quality,Very Satisfied,Payment issues,Enhance delivery service,No,Involuntary
CUST129017,None,Very Satisfied,None,None,No,Loyal
CUST129018,None,Dissatisfied,None,None,No,Engaged
CUST129019,None,Neutral,None,None,No,Active
CUST129020,None,Neutral,None,None,No,Active
CUST129021,None,Neutral,None,None,No,Engaged
CUST129022,None,Satisfied,None,None,No,Loyal
CUST129023,Other,Satisfied,Damaged products,Enhance delivery service,Yes,Downgrade
CUST129024,None,Satisfied,None,None,No,Engaged
CUST129025,None,Dissatisfied,None,None,No,Engaged
CUST129026,None,Very Satisfied,None,None,No,Engaged
CUST129027,Limited selection,Very Dissatisfied,Damaged products,Enhance delivery service,No,Voluntary
CUST129028,None,Neutral,None,None,No,Active
CUST129029,None,Dissatisfied,None,None,No,Loyal
CUST129030,Other,Very Satisfied,Payment issues,Better customer support,Yes,Inactive
CUST129031,None,Dissatisfied,None,None,No,Engaged
CUST129032,None,Dissatisfied,None,None,No,Active
CUST129033,None,Very Satisfied,None,None,No,Engaged
CUST129034,None,Satisfied,None,None,No,Loyal
CUST129035,None,Very Dissatisfied,None,None,No,Loyal
CUST129036,None,Neutral,None,None,No,Loyal
CUST129037,None,Neutral,None,None,No,Loyal
CUST129038,None,Very Dissatisfied,None,None,No,Engaged
CUST129039,None,Very Satisfied,None,None,No,Engaged
CUST129040,Poor product quality,Neutral,None,Lower prices,Yes,Involuntary
CUST129041,Other,Dissatisfied,Damaged products,Improve product quality,Yes,Downgrade
CUST129042,None,Neutral,None,None,No,Engaged
CUST129043,None,Satisfied,None,None,No,Active
CUST129044,Better options elsewhere,Dissatisfied,Damaged products,Lower prices,No,Inactive
CUST129045,None,Neutral,None,None,No,Loyal
CUST129046,None,Dissatisfied,None,None,No,Active
CUST129047,Limited selection,Satisfied,Payment issues,Improve product quality,Yes,Voluntary
CUST129048,Other,Very Satisfied,Damaged products,Enhance delivery service,Yes,Inactive
CUST129049,None,Neutral,None,None,No,Engaged
CUST129050,None,Neutral,None,None,No,Active
CUST129051,None,Neutral,None,None,No,Loyal
CUST129052,None,Very Dissatisfied,None,None,No,Loyal
CUST129053,None,Very Dissatisfied,None,None,No,Loyal
CUST129054,None,Very Dissatisfied,None,None,No,Engaged
CUST129055,None,Very Dissatisfied,None,None,No,Engaged
CUST129056,None,Satisfied,None,None,No,Active
CUST129057,None,Very Dissatisfied,None,None,No,Active
CUST129058,None,Neutral,None,None,No,Engaged
CUST129059,None,Neutral,None,None,No,Loyal
CUST129060,Limited selection,Neutral,Payment issues,Improve product quality,No,Downgrade
CUST129061,None,Very Satisfied,None,None,No,Active
CUST129062,None,Very Satisfied,None,None,No,Engaged
CUST129063,None,Satisfied,None,None,No,Active
CUST129064,High prices,Satisfied,None,Lower prices,No,Voluntary
CUST129065,High prices,Dissatisfied,Damaged products,Lower prices,Yes,Involuntary
CUST129066,None,Very Satisfied,None,None,No,Loyal
CUST129067,None,Very Dissatisfied,None,None,No,Loyal
CUST129068,None,Very Satisfied,None,None,No,Loyal
CUST129069,None,Dissatisfied,None,None,No,Loyal
CUST129070,None,Satisfied,None,None,No,Active
CUST129071,None,Satisfied,None,None,No,Active
CUST129072,None,Very Dissatisfied,None,None,No,Engaged
CUST129073,None,Dissatisfied,None,None,No,Loyal
CUST129074,None,Very Satisfied,None,None,No,Engaged
CUST129075,None,Satisfied,None,None,No,Loyal
CUST129076,None,Dissatisfied,None,None,No,Active
CUST129077,None,Very Dissatisfied,None,None,No,Engaged
CUST129078,None,Satisfied,None,None,No,Loyal
CUST129079,None,Dissatisfied,None,None,No,Active
CUST129080,None,Very Satisfied,None,None,No,Loyal
CUST129081,None,Dissatisfied,None,None,No,Engaged
CUST129082,None,Dissatisfied,None,None,No,Active
CUST129083,None,Dissatisfied,None,None,No,Engaged
CUST129084,None,Very Satisfied,None,None,No,Loyal
CUST129085,None,Satisfied,None,None,No,Active
CUST129086,None,Satisfied,None,None,No,Active
CUST129087,None,Dissatisfied,None,None,No,Engaged
CUST129088,None,Satisfied,None,None,No,Engaged
CUST129089,None,Neutral,None,None,No,Active
CUST129090,None,Dissatisfied,None,None,No,Engaged
CUST129091,None,Very Satisfied,None,None,No,Engaged
CUST129092,None,Satisfied,None,None,No,Loyal
CUST129093,None,Dissatisfied,None,None,No,Engaged
CUST129094,None,Dissatisfied,None,None,No,Engaged
CUST129095,None,Neutral,None,None,No,Active
CUST129096,None,Satisfied,None,None,No,Active
CUST129097,None,Very Dissatisfied,None,None,No,Active
CUST129098,None,Neutral,None,None,No,Active
CUST129099,Delivery issues,Dissatisfied,None,Enhance delivery service,No,Voluntary
CUST129100,None,Neutral,None,None,No,Engaged
CUST129101,None,Satisfied,None,None,No,Loyal
CUST129102,None,Satisfied,None,None,No,Engaged
CUST129103,None,Neutral,None,None,No,Active
CUST129104,None,Satisfied,None,None,No,Active
CUST129105,None,Neutral,None,None,No,Loyal
CUST129106,None,Very Satisfied,None,None,No,Active
CUST129107,None,Neutral,None,None,No,Loyal
CUST129108,None,Very Satisfied,None,None,No,Engaged
CUST129109,None,Very Satisfied,None,None,No,Loyal
CUST129110,None,Satisfied,None,None,No,Engaged
CUST129111,None,Satisfied,None,None,No,Active
CUST129112,None,Very Dissatisfied,None,None,No,Loyal
CUST129113,None,Dissatisfied,None,None,No,Active
CUST129114,Delivery issues,Satisfied,None,Better customer support,Yes,Downgrade
CUST129115,None,Satisfied,None,None,No,Active
CUST129116,None,Neutral,None,None,No,Active
CUST129117,Better options elsewhere,Very Satisfied,Late deliveries,Lower prices,Yes,Involuntary
CUST129118,Poor product quality,Very Dissatisfied,Late deliveries,Better customer support,Yes,Downgrade
CUST129119,None,Very Dissatisfied,None,None,No,Engaged
CUST129120,None,Neutral,None,None,No,Active
CUST129121,None,Very Satisfied,None,None,No,Loyal
CUST129122,High prices,Satisfied,Payment issues,Enhance delivery service,Yes,Voluntary
CUST129123,None,Very Dissatisfied,None,None,No,Engaged
CUST129124,None,Very Dissatisfied,None,None,No,Active
CUST129125,Delivery issues,Very Satisfied,Payment issues,Better customer support,No,Downgrade
CUST129126,None,Very Satisfied,None,None,No,Loyal
CUST129127,None,Very Dissatisfied,None,None,No,Active
CUST129128,Poor product quality,Satisfied,Damaged products,Improve product quality,Yes,Voluntary
CUST129129,None,Satisfied,None,None,No,Engaged
CUST129130,None,Satisfied,None,None,No,Engaged
CUST129131,None,Very Satisfied,None,None,No,Active
CUST129132,None,Satisfied,None,None,No,Active
CUST129133,None,Very Dissatisfied,None,None,No,Engaged
CUST129134,None,Neutral,None,None,No,Engaged
CUST129135,None,Very Dissatisfied,None,None,No,Active
CUST129136,Delivery issues,Dissatisfied,Payment issues,Lower prices,Yes,Voluntary
CUST129137,Other,Neutral,Customer service problems,Improve product quality,Yes,Voluntary
CUST129138,None,Very Dissatisfied,None,None,No,Loyal
CUST129139,None,Very Satisfied,None,None,No,Loyal
CUST129140,None,Dissatisfied,None,None,No,Loyal
CUST129141,None,Very Dissatisfied,None,None,No,Active
CUST129142,None,Dissatisfied,None,None,No,Active
CUST129143,None,Satisfied,None,None,No,Engaged
CUST129144,None,Very Satisfied,None,None,No,Engaged
CUST129145,None,Dissatisfied,None,None,No,Engaged
