CustomerID,TimeSpentOnPages,PagesVisited,SessionDetails
CUST103269,105.934,37,Logged out
CUST124232,90.693,40,Viewed product details
CUST111149,62.378,41,Searched for products
CUST113480,20.2665,26,Checked out
CUST127439,39.2016,23,Checked out
CUST101458,45.5619,30,Subscribed to newsletter
CUST132683,12.6116,16,Added to cart
CUST114166,71.1708,5,Added to cart
CUST107618,91.1124,45,Left site
CUST111560,22.1739,39,Added to cart
CUST106525,71.5683,6,Viewed product details
CUST128483,94.8287,43,Logged in
CUST105284,25.985,4,Browsed categories
CUST124769,6.40443,23,Added to cart
CUST115688,6.95148,44,Browsed categories
CUST101604,112.254,14,Searched for products
CUST107226,66.7799,4,Viewed product details
CUST123665,88.0125,13,Logged out
CUST129585,112.33,39,Guest session
CUST115984,76.5392,30,Searched for products
CUST111560,73.5231,46,Viewed product details
CUST123661,117.028,2,Logged in
CUST122813,27.0462,7,Guest session
CUST116921,7.287,17,Subscribed to newsletter
CUST115444,36.2366,27,Logged in
CUST127945,77.2394,21,Guest session
CUST128402,65.6639,8,Browsed categories
CUST129654,5.56563,31,Viewed product details
CUST102786,89.8907,29,Searched for products
CUST115195,101.105,37,Searched for products
CUST127219,37.9142,37,Searched for products
CUST115995,29.8398,34,Left site
CUST130264,51.3241,7,Searched for products
CUST125593,6.68889,43,Logged out
CUST101223,100.117,28,Viewed product details
CUST125886,30.3941,42,Guest session
CUST118427,31.6998,30,Logged in
CUST117462,29.621,28,Logged out
CUST119474,53.122,34,Checked out
CUST121267,83.7857,1,Added to cart
CUST101551,92.9322,41,Searched for products
CUST118824,1.49927,2,Subscribed to newsletter
CUST129241,74.2671,46,Searched for products
CUST127631,49.2781,21,Logged out
CUST117050,23.6181,9,Subscribed to newsletter
CUST116804,81.8637,12,Added to cart
CUST107553,15.2848,13,Added to cart
CUST123432,61.7835,34,Viewed product details
CUST127649,70.9994,21,Guest session
CUST110879,56.0943,12,Left site
CUST114448,14.7596,44,Guest session
CUST126098,68.7894,10,Searched for products
CUST107400,119.362,43,Checked out
CUST100589,67.3962,37,Logged in
CUST116841,35.0623,4,Subscribed to newsletter
CUST114210,84.2999,16,Added to cart
CUST127701,63.5086,22,Guest session
CUST106021,34.1979,10,Logged in
CUST107315,116.28,19,Guest session
CUST113518,84.2853,50,Left site
CUST115629,62.6771,9,Subscribed to newsletter
CUST122747,23.6035,4,Left site
CUST124593,32.6589,50,Searched for products
CUST119115,21.594,47,Logged in
CUST103796,77.491,38,Browsed categories
CUST109539,27.3307,23,Added to cart
CUST110186,24.5517,15,Added to cart
CUST115916,79.9235,31,Searched for products
CUST119760,4.37672,27,Logged out
CUST107155,96.1489,10,Logged out
CUST125474,96.3349,16,Guest session
CUST131912,91.2255,6,Subscribed to newsletter
CUST108197,49.0228,5,Browsed categories
CUST127744,115.813,19,Searched for products
CUST110047,31.3569,26,Browsed categories
CUST127572,28.6618,8,Logged in
CUST115225,24.3074,6,Added to cart
CUST109791,60.9995,1,Left site
CUST131556,4.38037,10,Added to cart
CUST114628,21.543,42,Left site
CUST112273,82.2357,49,Logged in
CUST102437,10.252,21,Searched for products
CUST111287,118.519,28,Browsed categories
CUST111021,11.7509,20,Added to cart
CUST114865,11.8712,1,Left site
CUST122119,41.4189,6,Browsed categories
CUST106782,61.6523,8,Logged in
CUST128613,7.69546,49,Checked out
CUST104799,90.7951,24,Searched for products
CUST107514,7.57146,17,Logged out
CUST102941,77.4035,47,Checked out
CUST128128,99.2415,1,Logged out
CUST116160,24.5152,33,Left site
CUST103859,29.9675,37,Subscribed to newsletter
CUST130809,24.0411,36,Logged out
CUST105171,114.139,5,Left site
CUST124728,36.9222,16,Logged in
CUST119590,34.9747,43,Viewed product details
CUST124215,106.437,41,Subscribed to newsletter
CUST110708,110.977,23,Browsed categories
CUST101229,48.7238,37,Added to cart
CUST114058,8.00545,23,Checked out
CUST104092,54.4896,16,Logged out
CUST107703,35.6093,36,Logged in
CUST130116,50.8828,11,Subscribed to newsletter
CUST116306,8.46496,16,Left site
CUST100653,94.0774,32,Added to cart
CUST122674,94.5989,2,Guest session
CUST102369,119.544,1,Viewed product details
CUST114484,65.1862,2,Subscribed to newsletter
CUST108335,5.98138,7,Added to cart
CUST102329,53.1475,20,Added to cart
CUST129194,72.4874,45,Left site
CUST109093,71.8528,20,Logged out
CUST106280,96.8418,29,Logged in
CUST130657,86.5464,6,Subscribed to newsletter
CUST103748,81.5537,42,Left site
CUST100698,40.9557,4,Checked out
CUST111580,19.0594,11,Guest session
CUST121728,78.0964,30,Viewed product details
CUST114835,90.0949,19,Left site
CUST110408,118.731,23,Viewed product details
CUST101456,100.281,48,Logged out
CUST102314,112.061,34,Logged in
CUST106941,66.8929,42,Searched for products
CUST102052,2.56783,17,Subscribed to newsletter
CUST132041,43.8004,15,Guest session
CUST101301,10.5838,6,Searched for products
CUST130086,21.1126,13,Left site
CUST100962,31.4919,37,Searched for products
CUST129484,19.0047,12,Browsed categories
CUST104629,65.6676,16,Left site
CUST130932,17.2359,50,Searched for products
CUST116153,6.06526,13,Checked out
CUST107038,78.8331,41,Browsed categories
CUST108543,98.0526,22,Subscribed to newsletter
CUST104332,70.4961,47,Checked out
CUST128028,39.8398,44,Searched for products
CUST120005,55.1716,8,Logged out
CUST107305,69.7011,2,Browsed categories
CUST113810,42.3124,50,Logged in
CUST108866,96.2911,16,Logged out
CUST122372,51.831,8,Checked out
CUST113671,98.72,13,Browsed categories
CUST115436,13.7385,47,Browsed categories
CUST108830,3.75674,25,Guest session
CUST118370,100.97,34,Checked out
CUST113839,115.788,18,Added to cart
CUST109375,61.3933,37,Logged in
CUST112614,67.8813,12,Searched for products
CUST117411,58.5232,14,Added to cart
CUST120693,118.115,37,Added to cart
CUST127599,33.3956,47,Subscribed to newsletter
CUST125455,11.0324,23,Subscribed to newsletter
CUST121804,97.1518,28,Guest session
CUST128750,64.8506,28,Left site
CUST123298,42.3015,8,Searched for products
CUST128078,62.7719,22,Subscribed to newsletter
CUST114466,4.17249,11,Subscribed to newsletter
CUST101872,11.5539,29,Viewed product details
CUST122429,2.05361,5,Searched for products
CUST129944,18.753,50,Guest session
CUST112170,33.009,34,Left site
CUST124815,5.60939,8,Guest session
CUST113124,1.4008,39,Left site
CUST124193,92.1956,30,Browsed categories
CUST120489,81.6048,48,Guest session
CUST128800,101.171,24,Guest session
CUST131709,79.8579,1,Searched for products
CUST108128,92.2977,17,Guest session
CUST121509,65.8791,22,Subscribed to newsletter
CUST108601,15.5875,18,Left site
CUST119340,3.61086,9,Viewed product details
CUST103688,36.6815,4,Subscribed to newsletter
CUST127074,54.1687,21,Logged out
CUST110254,100.368,6,Checked out
CUST106328,116.995,12,Logged in
CUST112400,46.8383,48,Added to cart
CUST100965,43.1512,37,Guest session
CUST120469,41.594,34,Viewed product details
CUST101539,42.8886,10,Checked out
CUST103083,4.55177,28,Guest session
CUST110451,92.2904,11,Checked out
CUST119874,69.8652,6,Searched for products
CUST112885,12.1922,29,Viewed product details
CUST130639,44.8544,33,Browsed categories
CUST117393,99.7594,25,Logged out
CUST103498,19.2381,30,Logged in
CUST102257,42.2395,35,Guest session
CUST127153,92.9432,34,Viewed product details
CUST129796,56.4116,31,Searched for products
CUST101251,59.165,42,Added to cart
CUST104317,71.2401,10,Subscribed to newsletter
CUST118982,118.122,14,Checked out
CUST123985,60.6822,14,Logged out
CUST100097,111.933,29,Searched for products
CUST115901,92.7207,6,Viewed product details
CUST116163,29.2563,20,Logged out
CUST130622,94.5479,41,Subscribed to newsletter
CUST130074,106.583,27,Checked out
CUST116503,50.9594,14,Guest session
CUST100124,48.1986,31,Searched for products
CUST124111,38.4466,50,Searched for products
CUST120930,113.381,35,Checked out
CUST121519,94.9344,48,Browsed categories
CUST109704,7.72098,32,Browsed categories
CUST108616,44.7413,18,Viewed product details
CUST119214,119.719,41,Left site
CUST104428,115.233,11,Checked out
CUST130554,83.4611,37,Checked out
CUST105776,74.6281,7,Searched for products
CUST112148,45.0805,4,Searched for products
CUST115569,117.527,50,Logged in
CUST115625,91.8491,32,Viewed product details
CUST109643,32.5933,39,Searched for products
CUST113640,114.468,48,Browsed categories
CUST106019,117.976,39,Guest session
CUST103944,102.56,34,Browsed categories
CUST107167,20.3431,45,Logged in
CUST119232,36.8347,22,Subscribed to newsletter
CUST111912,38.691,31,Subscribed to newsletter
CUST110029,94.9454,34,Guest session
CUST131439,112.753,29,Subscribed to newsletter
CUST126576,95.5325,6,Logged out
CUST111077,81.1599,5,Logged out
CUST111597,92.4618,43,Browsed categories
CUST118338,14.2673,38,Viewed product details
CUST123149,87.7426,9,Searched for products
CUST109055,24.1761,10,Logged in
CUST102813,58.122,47,Left site
CUST123611,29.9018,9,Browsed categories
CUST106733,56.4079,11,Left site
CUST126810,75.2955,41,Searched for products
CUST114770,28.9208,50,Subscribed to newsletter
CUST113985,4.61013,10,Subscribed to newsletter
CUST105892,66.1891,15,Guest session
CUST122908,49.2635,9,Viewed product details
CUST104896,11.2804,29,Logged out
CUST118712,55.2847,39,Subscribed to newsletter
CUST102152,98.8804,4,Checked out
CUST112297,99.9563,50,Left site
CUST108510,115.492,4,Guest session
CUST118981,107.64,49,Searched for products
CUST116012,68.3663,24,Left site
CUST121255,18.2972,11,Added to cart
CUST128223,92.6259,40,Left site
CUST101165,30.6823,4,Left site
CUST129128,74.5406,42,Browsed categories
CUST109563,83.7383,34,Subscribed to newsletter
CUST121658,66.5173,21,Checked out
CUST110070,10.1499,12,Checked out
CUST104782,59.7595,19,Guest session
CUST122057,3.65098,50,Browsed categories
CUST120226,70.653,20,Added to cart
CUST105571,85.4341,44,Browsed categories
CUST106677,62.7719,19,Searched for products
CUST112503,3.80415,24,Subscribed to newsletter
CUST118541,63.1475,1,Left site
CUST114171,45.0148,31,Subscribed to newsletter
CUST122802,114.158,14,Viewed product details
CUST127913,6.76183,23,Guest session
CUST127664,61.1563,25,Searched for products
CUST118402,38.9098,9,Searched for products
CUST118681,12.2578,38,Logged in
CUST132422,5.35775,20,Searched for products
CUST130048,36.3241,7,Browsed categories
CUST110077,115.624,45,Logged in
CUST123391,55.1351,39,Guest session
CUST126065,77.6041,30,Logged in
CUST100018,49.2271,27,Viewed product details
CUST110769,117.546,21,Browsed categories
CUST118970,99.4785,5,Viewed product details
CUST132495,43.1476,36,Browsed categories
CUST122555,25.292,50,Added to cart
CUST126755,54.4276,39,Searched for products
CUST126430,53.5669,8,Logged out
CUST121158,75.7004,50,Left site
CUST118863,8.75672,14,Subscribed to newsletter
CUST103960,118.304,44,Logged out
CUST127936,11.6998,6,Checked out
CUST126075,0.970458,50,Checked out
CUST128997,58.0892,28,Checked out
CUST112278,100.926,46,Checked out
CUST120054,30.1316,33,Searched for products
CUST102482,28.6181,32,Browsed categories
CUST102960,21.9295,5,Viewed product details
CUST103904,6.20385,14,Searched for products
CUST101460,22.5058,11,Logged in
CUST111154,50.1716,44,Searched for products
CUST117798,32.0389,34,Logged in
CUST130429,65.157,31,Checked out
CUST126192,13.7968,6,Subscribed to newsletter
CUST109501,12.4766,50,Logged in
CUST103165,40.2264,18,Guest session
CUST101169,33.8186,13,Left site
CUST127518,35.7552,24,Guest session
CUST103131,52.1373,42,Subscribed to newsletter
CUST123944,72.2832,46,Viewed product details
CUST131329,44.7121,26,Left site
CUST102259,22.3307,21,Logged out
CUST100783,32.4401,17,Left site
CUST105821,3.92814,23,Viewed product details
CUST103730,24.26,19,Subscribed to newsletter
CUST131269,63.6216,25,Browsed categories
CUST102046,36.3059,40,Browsed categories
CUST117904,53.742,4,Subscribed to newsletter
CUST115274,66.2328,14,Browsed categories
CUST105000,62.3014,20,Viewed product details
CUST117839,22.7209,41,Added to cart
CUST131064,81.1088,2,Guest session
CUST104204,88.1876,32,Subscribed to newsletter
CUST104434,107.068,50,Guest session
CUST125348,80.6675,45,Logged in
CUST103945,79.1467,50,Added to cart
CUST132735,85.4013,21,Logged in
CUST126646,9.5627,43,Searched for products
CUST121285,85.5763,49,Checked out
CUST101751,70.146,3,Added to cart
CUST112614,26.3059,31,Viewed product details
CUST105292,36.346,48,Browsed categories
CUST109589,72.75,1,Checked out
CUST120121,1.01057,42,Logged in
CUST120520,106.441,26,Checked out
CUST127687,87.2831,33,Browsed categories
CUST121914,13.3045,47,Logged out
CUST105602,116.703,8,Left site
CUST123625,46.3678,42,Viewed product details
CUST127612,69.0191,31,Browsed categories
CUST107033,68.1256,12,Viewed product details
CUST107208,19.1579,50,Searched for products
CUST131150,62.6333,25,Guest session
CUST102400,29.4022,24,Logged out
CUST115158,5.26658,40,Browsed categories
CUST100288,116.251,47,Searched for products
CUST116541,46.1782,9,Browsed categories
CUST100649,52.936,49,Browsed categories
CUST121814,51.4262,18,Viewed product details
CUST105311,83.2022,46,Added to cart
CUST103481,55.3029,11,Checked out
CUST111627,36.6852,42,Viewed product details
CUST113856,70.3576,37,Guest session
CUST110042,72.5494,34,Subscribed to newsletter
CUST120841,91.5865,8,Added to cart
CUST118524,63.7529,42,Browsed categories
CUST109943,55.8208,41,Left site
CUST122790,12.0536,18,Browsed categories
CUST124849,114.825,24,Guest session
CUST118928,59.6793,35,Added to cart
CUST115489,27.0171,41,Left site
CUST127351,97.6624,46,Logged out
CUST117877,57.9761,15,Logged out
CUST112540,46.4116,10,Logged in
CUST110370,43.5269,17,Checked out
CUST103492,91.4261,3,Checked out
CUST103389,81.1052,41,Left site
CUST121654,37.7209,43,Logged out
CUST102176,100.748,19,Subscribed to newsletter
CUST112960,53.4466,41,Logged out
CUST106411,108.301,3,Logged out
CUST113331,54.1578,43,Browsed categories
CUST113920,25.3139,18,Browsed categories
CUST123362,117.819,15,Subscribed to newsletter
CUST128485,81.6194,50,Left site
CUST118182,18.4613,14,Added to cart
CUST106214,87.5785,9,Viewed product details
CUST126941,29.5553,32,Searched for products
CUST102608,95.5398,27,Logged in
CUST119782,9.53352,19,Subscribed to newsletter
CUST128824,60.4925,8,Guest session
CUST128295,115.54,42,Logged out
CUST110322,53.3773,6,Checked out
CUST107912,38.3409,2,Left site
CUST111770,71.0979,46,Left site
CUST132085,104.442,26,Searched for products
CUST107279,40.7333,27,Guest session
CUST131807,62.874,11,Searched for products
CUST115186,17.9215,10,Added to cart
CUST130748,97.6842,48,Guest session
CUST107564,101.437,31,Logged in
CUST124035,3.0857,20,Logged in
CUST120421,63.9425,12,Logged out
CUST124976,106.353,29,Added to cart
CUST105870,13.4613,40,Guest session
CUST117574,114.322,26,Added to cart
CUST116056,54.0046,18,Checked out
CUST111432,66.149,49,Added to cart
CUST130746,20.8975,30,Left site
CUST102463,46.2402,16,Viewed product details
CUST118383,7.78298,7,Browsed categories
CUST103224,91.3312,49,Logged out
CUST101237,12.3526,18,Browsed categories
CUST111810,52.7938,22,Added to cart
CUST126351,15.1973,34,Guest session
CUST117620,11.6305,41,Logged out
CUST109508,13.9172,19,Checked out
CUST111205,51.1271,22,Added to cart
CUST109279,12.3599,44,Added to cart
CUST130994,104.22,7,Checked out
CUST113645,84.5844,31,Viewed product details
CUST117500,114.533,2,Left site
CUST125634,35.5035,20,Logged in
CUST132072,33.1184,22,Guest session
CUST121972,92.1992,36,Added to cart
CUST120989,9.37671,50,Checked out
CUST114141,116.437,22,Checked out
CUST109641,59.1577,22,Checked out
CUST115230,86.8783,45,Searched for products
CUST105884,46.5538,36,Logged out
CUST110871,58.4612,24,Browsed categories
CUST105803,98.8987,35,Guest session
CUST132592,76.9804,29,Logged in
CUST103566,20.912,28,Checked out
CUST105875,48.8332,20,Added to cart
CUST105379,98.0818,18,Added to cart
CUST128303,44.001,44,Checked out
CUST114761,62.688,46,Browsed categories
CUST129206,76.1708,40,Subscribed to newsletter
CUST121925,46.5538,44,Checked out
CUST123232,77.057,32,Searched for products
CUST130017,54.9528,18,Subscribed to newsletter
CUST107559,64.9199,31,Viewed product details
CUST119912,112.721,10,Left site
CUST127048,29.2745,26,Subscribed to newsletter
CUST117419,7.04265,48,Added to cart
CUST114120,9.77058,30,Added to cart
CUST100736,60.9666,6,Viewed product details
CUST125933,10.7662,26,Browsed categories
CUST108605,69.5151,44,Viewed product details
CUST126913,110.109,1,Subscribed to newsletter
CUST123201,103.104,2,Logged out
CUST103059,45.0586,7,Logged out
CUST120939,71.0505,29,Logged in
CUST114805,67.9469,21,Subscribed to newsletter
CUST127393,76.8127,15,Logged in
CUST124607,84.0045,24,Searched for products
CUST112459,11.4154,32,Subscribed to newsletter
CUST123530,58.8623,4,Left site
CUST118998,58.06,24,Logged out
CUST130869,22.7611,50,Subscribed to newsletter
CUST100657,76.4079,35,Browsed categories
CUST132324,29.9346,5,Searched for products
CUST124243,17.5641,28,Added to cart
CUST120573,73.1985,24,Checked out
CUST117427,55.2664,24,Viewed product details
CUST107177,73.1876,1,Left site
CUST112078,74.712,44,Logged out
CUST105817,61.8419,33,Added to cart
CUST131236,72.6333,49,Subscribed to newsletter
CUST119614,82.0169,5,Guest session
CUST112956,34.5006,2,Checked out
CUST132559,42.3234,3,Guest session
CUST100380,5.97044,43,Logged out
CUST105031,5.13894,14,Viewed product details
CUST108241,119.482,42,Checked out
CUST104485,71.3058,34,Subscribed to newsletter
CUST124525,98.0307,38,Left site
CUST112554,100.522,15,Browsed categories
CUST116228,28.6837,43,Browsed categories
CUST131166,103.917,39,Checked out
CUST104750,15.7407,43,Added to cart
CUST128908,113.818,1,Added to cart
CUST114313,28.0783,32,Viewed product details
CUST122561,8.69837,31,Guest session
CUST124468,60.2008,28,Searched for products
CUST131665,10.3176,36,Logged out
CUST125012,9.48247,4,Viewed product details
CUST104402,60.5436,42,Guest session
CUST109458,106.076,29,Subscribed to newsletter
CUST109727,109.373,16,Browsed categories
CUST105371,103.023,26,Logged out
CUST107606,119.125,16,Searched for products
CUST110496,94.5515,50,Subscribed to newsletter
CUST116571,23.8333,10,Logged out
CUST131284,94.5551,7,Added to cart
CUST123219,2.33077,4,Left site
CUST127216,48.2679,40,Searched for products
CUST126889,109.001,31,Viewed product details
CUST123058,38.1184,3,Searched for products
CUST122892,98.7236,45,Added to cart
CUST128601,86.2729,33,Searched for products
CUST122607,43.5342,40,Checked out
CUST128043,31.8602,36,Added to cart
CUST112135,67.9433,49,Browsed categories
CUST106223,80.4232,25,Logged in
CUST113361,39.435,14,Logged in
CUST111732,113.483,23,Searched for products
CUST118026,50.6858,46,Browsed categories
CUST127496,28.8588,2,Viewed product details
CUST124213,20.4379,26,Guest session
CUST109313,36.16,46,Left site
CUST111385,86.1015,34,Logged in
CUST126776,70.9265,35,Subscribed to newsletter
CUST117824,114.978,19,Viewed product details
CUST115081,0.507294,12,Viewed product details
CUST125561,7.25053,40,Checked out
CUST122453,24.1068,16,Left site
CUST113238,73.607,39,Searched for products
CUST102912,71.9987,1,Guest session
CUST113071,53.556,13,Left site
CUST106355,115.97,40,Viewed product details
CUST108061,0.952223,29,Logged in
CUST112282,76.4042,26,Browsed categories
CUST129920,49.2052,12,Guest session
CUST129767,43.1002,17,Left site
CUST131706,12.1484,45,Left site
CUST104910,92.7317,35,Subscribed to newsletter
CUST126706,15.624,43,Logged in
CUST127303,61.5392,37,Added to cart
CUST102033,8.75307,46,Logged out
CUST116303,109.668,27,Subscribed to newsletter
CUST100168,66.882,22,Added to cart
CUST101223,45.7223,46,Viewed product details
CUST107976,52.2176,11,Logged out
CUST112403,40.5035,30,Left site
CUST113673,66.1599,9,Subscribed to newsletter
CUST109148,100.919,26,Logged out
CUST102340,20.303,18,Searched for products
CUST108367,96.5902,17,Left site
CUST121081,118.662,19,Logged in
CUST120700,100.157,7,Checked out
CUST118889,100.022,19,Left site
CUST123512,85.2554,16,Searched for products
CUST118300,108.563,47,Searched for products
CUST103515,57.6844,50,Guest session
CUST128989,85.58,25,Logged out
CUST103491,22.2614,4,Browsed categories
CUST131002,72.4582,39,Subscribed to newsletter
CUST109263,24.3803,24,Checked out
CUST127621,110.31,33,Guest session
CUST104612,27.2286,22,Logged in
CUST104021,94.7849,43,Added to cart
CUST130284,102.717,43,Viewed product details
CUST121093,64.103,33,Searched for products
CUST117714,99.5807,23,Added to cart
CUST118451,83.7565,32,Logged out
CUST120071,103.173,15,Logged out
CUST114755,86.3714,31,Searched for products
CUST121409,13.9646,11,Left site
CUST117210,25.3176,29,Browsed categories
CUST112054,37.1884,48,Browsed categories
CUST100707,102.95,4,Logged out
CUST102565,52.2212,29,Searched for products
CUST122125,117.571,16,Searched for products
CUST109005,12.6006,18,Searched for products
CUST111051,80.0585,45,Left site
CUST109556,62.2905,11,Logged in
CUST123347,68.7091,5,Logged out
CUST103522,9.56999,44,Browsed categories
CUST107296,39.2307,14,Logged in
CUST108899,70.6712,6,Searched for products
CUST132592,67.9651,24,Subscribed to newsletter
CUST131273,15.0368,33,Subscribed to newsletter
CUST131910,72.2576,50,Browsed categories
CUST104039,58.3408,31,Guest session
CUST105321,83.5486,4,Logged in
CUST127639,37.6334,37,Guest session
CUST132195,117.119,43,Logged in
CUST123061,95.208,23,Browsed categories
CUST125059,116.561,18,Checked out
CUST112034,3.14405,12,Added to cart
CUST111836,92.4107,7,Subscribed to newsletter
CUST108098,116.043,47,Viewed product details
CUST128963,96.4662,19,Logged in
CUST110078,8.43579,38,Logged in
CUST118613,31.8092,49,Searched for products
CUST132419,54.909,12,Added to cart
CUST124911,15.5072,13,Browsed categories
CUST108545,97.3888,23,Checked out
CUST101044,98.9971,8,Guest session
CUST125996,99.1211,33,Searched for products
CUST113675,63.1548,18,Browsed categories
CUST108607,36.842,37,Logged out
CUST125469,5.07694,9,Subscribed to newsletter
CUST125364,106.648,7,Checked out
CUST109403,43.5232,19,Guest session
CUST113549,48.5268,29,Guest session
CUST101623,99.0482,28,Browsed categories
CUST130254,99.092,29,Browsed categories
CUST127334,107.338,44,Logged in
CUST116481,107.01,9,Guest session
CUST130789,68.2168,43,Searched for products
CUST124081,37.5932,4,Added to cart
CUST105968,49.8507,1,Guest session
CUST120815,74.1176,10,Logged out
CUST100300,28.6436,7,Logged in
CUST127184,76.7835,41,Browsed categories
CUST124158,42.7938,23,Logged out
CUST127980,72.3926,24,Subscribed to newsletter
CUST130002,62.0826,29,Logged out
CUST119009,101.714,33,Left site
CUST126678,51.7982,17,Added to cart
CUST125134,22.0098,15,Searched for products
CUST101212,111.411,35,Logged out
CUST124121,101.302,24,Logged in
CUST108539,90.3502,17,Viewed product details
CUST105641,14.2418,3,Checked out
CUST103182,115.073,1,Subscribed to newsletter
CUST101613,63.7675,9,Logged in
CUST102708,115.215,43,Logged in
CUST122323,87.3633,23,Logged out
CUST125902,22.0134,48,Guest session
CUST129425,111.065,14,Browsed categories
CUST102277,41.3751,16,Logged in
CUST111328,2.60794,19,Viewed product details
CUST113345,45.6275,1,Subscribed to newsletter
CUST129916,35.8172,42,Left site
CUST113714,115.485,19,Left site
CUST109222,95.6164,26,Searched for products
CUST115019,81.1781,18,Left site
CUST119714,33.2752,30,Guest session
CUST111810,94.2853,46,Browsed categories
CUST109624,96.3422,36,Checked out
CUST109842,79.2452,27,Guest session
CUST131895,118.727,7,Subscribed to newsletter
CUST125690,96.0577,39,Logged out
CUST116462,100.015,4,Checked out
CUST124923,60.6676,31,Searched for products
CUST105393,22.9434,24,Viewed product details
CUST128221,18.0492,29,Subscribed to newsletter
CUST131674,104.077,10,Browsed categories
CUST124970,11.9624,3,Browsed categories
CUST102085,43.6399,17,Guest session
CUST122033,29.4168,40,Browsed categories
CUST110163,23.1002,46,Checked out
CUST131077,19.7924,6,Added to cart
CUST130665,104.376,15,Logged in
CUST127228,108.177,6,Browsed categories
CUST111342,62.254,6,Logged out
CUST110129,46.8711,28,Viewed product details
CUST101584,8.51238,44,Viewed product details
CUST103554,56.1052,28,Searched for products
CUST123007,15.2118,29,Logged out
CUST126354,66.4152,41,Checked out
CUST109679,51.6632,49,Checked out
CUST101960,111.225,29,Checked out
CUST114587,115.616,38,Guest session
CUST132430,77.0935,2,Checked out
CUST126973,80.5982,30,Subscribed to newsletter
CUST121235,6.69619,23,Left site
CUST123159,95.9848,9,Checked out
CUST121033,117.943,37,Logged in
CUST121454,105.708,28,Searched for products
CUST128488,61.2985,35,Logged in
CUST110089,39.1833,7,Browsed categories
CUST112553,44.3146,7,Left site
CUST110326,76.933,47,Subscribed to newsletter
CUST112396,118.826,44,Searched for products
CUST112582,34.8471,9,Added to cart
CUST110035,20.8209,27,Searched for products
CUST114956,18.1987,31,Logged out
CUST103684,41.0506,29,Searched for products
CUST100321,74.8032,25,Viewed product details
CUST119659,58.2606,7,Searched for products
CUST115811,42.3598,19,Searched for products
CUST130070,81.1635,27,Logged in
CUST127026,68.0271,1,Guest session
CUST105687,28.5561,23,Viewed product details
CUST105713,7.62981,3,Viewed product details
CUST105670,62.1847,9,Checked out
CUST121547,94.588,39,Viewed product details
CUST109244,38.2059,34,Checked out
CUST110315,10.5219,15,Logged out
CUST113625,108.931,42,Searched for products
CUST104963,62.0571,5,Checked out
CUST104958,84.6974,41,Checked out
CUST110278,42.2869,40,Left site
CUST131668,65.4415,45,Viewed product details
CUST112750,78.968,27,Searched for products
CUST119747,71.4699,34,Checked out
CUST127287,3.85156,21,Subscribed to newsletter
CUST118140,107.407,35,Subscribed to newsletter
CUST116962,111.251,7,Searched for products
CUST122224,61.831,7,Added to cart
CUST113459,79.2561,5,Guest session
CUST130774,40.1133,18,Logged out
CUST112243,116.663,33,Browsed categories
CUST108713,54.9163,17,Logged out
CUST102895,33.5816,38,Browsed categories
CUST117799,30.3941,5,Subscribed to newsletter
CUST103543,59.7303,9,Added to cart
CUST123732,0.598468,33,Subscribed to newsletter
CUST101087,64.4094,38,Viewed product details
CUST102261,24.0448,9,Guest session
CUST126593,46.1891,18,Browsed categories
CUST116629,53.4612,11,Logged in
CUST105402,99.7411,4,Checked out
CUST104196,119.271,18,Added to cart
CUST104553,98.9133,29,Logged out
CUST125906,109.697,46,Guest session
CUST125555,51.9368,17,Logged in
CUST128344,103.621,16,Guest session
CUST130625,53.3591,38,Browsed categories
CUST103088,61.0687,26,Guest session
CUST105792,71.6559,34,Checked out
CUST119096,66.4334,4,Logged out
CUST128096,50.5071,16,Guest session
CUST129812,48.8478,38,Searched for products
CUST109206,84.8032,32,Browsed categories
CUST112041,55.2701,20,Browsed categories
CUST100187,73.7893,18,Viewed product details
CUST110626,0.740699,37,Browsed categories
CUST108842,46.4481,42,Left site
CUST123374,90.8462,26,Logged out
CUST117766,83.5304,18,Subscribed to newsletter
CUST121151,4.3366,1,Logged in
CUST106481,75.2846,7,Guest session
CUST104845,62.4765,31,Logged in
CUST110454,31.8858,48,Guest session
CUST100882,83.038,34,Checked out
CUST120352,110.044,44,Browsed categories
CUST128076,101.514,44,Left site
CUST116480,116.783,34,Added to cart
CUST103038,91.499,22,Checked out
CUST107308,43.9463,46,Browsed categories
CUST110126,118.271,27,Left site
CUST106554,79.8506,17,Added to cart
CUST118440,89.0592,7,Added to cart
CUST114377,98.1511,5,Logged in
CUST128890,55.9812,18,Left site
CUST102649,57.8704,11,Browsed categories
CUST128759,115.697,27,Logged out
CUST102638,119.657,23,Subscribed to newsletter
CUST115892,25.2191,50,Searched for products
CUST100177,119.69,13,Guest session
CUST126990,87.4509,10,Added to cart
CUST131534,74.2853,17,Guest session
CUST106145,79.8506,8,Added to cart
CUST121239,42.1884,41,Guest session
CUST105170,50.3576,22,Subscribed to newsletter
CUST117215,61.5757,6,Added to cart
CUST127559,112.454,10,Added to cart
CUST104032,42.1994,22,Added to cart
CUST107625,75.9082,33,Logged in
CUST115158,90.7587,27,Guest session
CUST123113,108.268,38,Searched for products
CUST119938,74.4422,40,Left site
CUST120376,36.955,39,Logged in
CUST111272,95.6638,48,Searched for products
CUST102413,40.6312,31,Subscribed to newsletter
